,Marc Nicollet,Alakazam,3,2,2,2,Medium,High,,Superior Quality,,,,Low(<12 Months),SEA,No Traction yet,Some Free Customers,,,,,1,Yes,,"D,C",2,3,High,High,more engaging to clients..,3,,,,,,Finance expert,,,,,Finance,3,3,Medium,Highly relevant backgrounds,High (>200 M),Differentiated but not defensible,Conditional on certain key events,Imminent revenue in 6-12m,Not differentiated,I am not sure how can a 100% automated chatbot and analytic weekly report could be more engaging to clients and add more value than the huge competitors in place since years. It seems difficult to retain customers for the long term.,2018-01-28 03:57:52,2018-01-28 05:12:56,92fe97112e
,Marc Nicollet,Woofyz Pet Services Pvt Ltd,3,2,3,2,Medium,Low,,,,,12000 existing facebook page users and recognition as a social network in India,Medium(12-24 Months),Home Country,,Some Free Customers,,,,,1,,not easy to figure out,B,3,2,Medium,Medium,existing 12000 facebook user and first to launch this service to Vets in India,2,,No Tech Leadership,,,,Need Financial clarity and sales projections versus revenu,Tech,,,,,2,3,Medium,Tangentially relevant backgrounds,High (>200 M),Differentiated but not defensible,Logical and well planned but no provenance,Early in revenue cycle - 12-24 months to stable revenues,Differentiated and strong product-market fit,India Market numbers 50% growing every 5 years is a good trend to start this service. Question is are Indian Vets and pet user ready to use such digital service? and most of all are Indian vets ready to pay 600 usd/year for VETIQ ? (https://vetspire.com/  their US competitor charge 500 usd/year to US vets for the service in USA). woofys needs to re- work on their financial numbers and sales projections clarity.,2018-01-30 03:58:29,2018-01-30 04:26:47,78a8207772
,Marc Nicollet,AIRPORTELs,4,3,3,2,Medium,Medium,,Superior Quality,,Geographic Presence,,Medium(12-24 Months),Pan Asia,,,,,Growing Fast,,1,Yes,,"C - their competitor https://www.bellugg.com/  could decide to provide the same flexible delivery time with ""uber"" style car to match Airportel service level and/or lower their price to gain customers..",3,3,High,High,Have the physical space rented at good price in airport (fixed negotiated rates) and at variable price (commission on revenue) in malls ,4,,,,,,strong team,,,,,web site and booking system outsourced for 10% of variable fee on revenue,4,4,High,Highly relevant backgrounds,High (>200 M),Differentiated but not defensible,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,"Exciting smart startup from Thailand with global plans! They did not provide all financial information yet ""for confidentiality purpose"" so i advised them to send startup-o a revised version of their business plan with correct numbers if they want to be selected further.(operational cost missing, revenue forecast for storage product to be revised with correct price in USD equivalent instead of THB. I have screen shots of their revenue slides showed in the video (which were not provided in the presentation document downloaded). they showed Revenue 2017 as700k thb (21k USD) and forecasted Revenue 2018 as 5M thb (150k USD) a 600% promising increase.",2018-01-31 06:07:43,2018-01-31 06:30:10,78a8207772
,Marc Nicollet,NayaGaadi,3,2,2,2,Medium,High,,,,,niche for rural clients,Low(<12 Months),Home Country,,,,Some Paid Customers,,,1,Yes,,CDBA,3,3,Medium,Medium,new in the market..,3,,No Tech Leadership,,,,,Tech,,,,,3,2,Medium,General business proficiency,High (>200 M),No technological barriers,Logical and well planned but no provenance,Imminent revenue in 6-12m,Not differentiated,differenciation is a focus on rural car business but lots of competition existing since 10 years,2018-02-01 11:52:29,2018-02-01 12:01:18,13148a20d7
,Fred Then,carmen automotive pte ltd,4,3,4,4,High (Likely to be in top 3 in 24 months time),Low,,,Distribution Leverage,Geographic Presence,,High(>24 Months),Pan Asia,,,,Some Paid Customers,,,1,Yes,,"A, B, C, D",4,3,High,Medium,First movers advantage. In-house tech team and they are in the various countries.,3,,,,Business Dev,,,,Marketing,Biz Dev,,,3,3,High,Highly relevant backgrounds,Medium (50-200 M),Defensible and unique tech advantages,Well planned and provides successful strategy,Imminent revenue in 6-12m,Differentiated and strong product-market fit,Founder seems like an experienced guy and has a realistic view of how he needs to roll out his product/services,2018-01-29 07:04:56,2018-01-29 07:38:35,59258b8659
,Fred Then,BotFactory,3,3,3,2,Medium,Medium,,Superior Quality,,,Easy of use,Medium(12-24 Months),Global,,,,Some Paid Customers,,,1,Yes,,"C, D, A, B",3,3,Medium,Medium,Easy of use. Availability of languages,3,,,,Business Dev,Marketing,,,,Biz Dev,,,3,3,High,Highly relevant backgrounds,Medium (50-200 M),Differentiated but not defensible,Logical and well planned but no provenance,Early in revenue cycle - 12-24 months to stable revenues,Differentiated and strong product-market fit,They have a better mouser trap. Needs to run really fast to capture market before another me-too product arrives,2018-01-29 08:09:01,2018-01-29 08:13:28,59258b8659
,Fred Then,GamerHours,2,2,2,2,Low(Unlikely to be in top 10 in their category),High,Low Price,,Distribution Leverage,,,Low(<12 Months),Global,,Some Free Customers,,,,,0,No,,"D,C,B,A",2,2,Medium,Medium,Linking Asian players to high ranking European players,2,,,,Business Dev,Marketing,,,Marketing,Biz Dev,,,2,2,Low ,General business proficiency,High (>200 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,,2018-01-29 08:48:49,2018-01-29 08:51:49,59258b8659
,Fred Then,gridComm,4,4,3,4,High (Likely to be in top 3 in 24 months time),High,Low Price,Superior Quality,,Geographic Presence,,High(>24 Months),Pan Asia,,,,,Growing Fast,,1,Yes,,"D, C, A, B",3,3,High,High,Good tech. Good biz model. Experienced people,3,,,,Business Dev,Marketing,,,,Biz Dev,Fund Raise,,4,3,High,Tangentially relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Well planned and provides successful strategy,Imminent revenue in 6-12m,Differentiated and strong product-market fit,Good potential,2018-01-29 09:43:39,2018-01-29 09:46:04,59258b8659
,Fred Then,Brisil Technologies Private Limited,4,4,4,3,Medium,Medium,,,Distribution Leverage,Geographic Presence,,Medium(12-24 Months),SEA,,,,Some Paid Customers,,,1,Yes,,"C,D,A,B",3,3,High,Medium,"Their home market is big enough and if they entrench themselves, it will be hard for competitors to dig them out",3,,,,Business Dev,Marketing,,,Marketing,Biz Dev,Fund Raise,,3,2,High,Highly relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Imminent revenue in 6-12m,Differentiated and strong product-market fit,"No mention whether their process is patentable?
Need to articulate how they are resistant to competitors",2018-01-30 04:07:28,2018-01-30 04:11:34,59258b8659
,Fred Then,Go Plus,4,3,3,2,Medium,High,Low Price,,Distribution Leverage,Geographic Presence,,Medium(12-24 Months),Global,,,,Some Paid Customers,,,1,No,,cdab,2,1,Low,Medium,They have a better mouse trap,3,,,,,,Cannot articulate their USP,,,,,Finances don't make sense,2,2,Medium,General business proficiency,Small (<50 M),Differentiated but not defensible,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,Pretty product but the finances don't show and the ROI is vague,2018-02-03 09:30:35,2018-02-03 09:49:02,59258b8659
,Fred Then,Quickscrum,1,2,2,1,Low(Unlikely to be in top 10 in their category),High,Low Price,,Distribution Leverage,,,Low(<12 Months),Home Country,,,,,Growing Fast,,0,No,,"C, D, A, B",1,1,Low,Low,None,1,,,,,,No idea how to evaluate them,,,Biz Dev,,,1,1,Medium,Highly relevant backgrounds,Medium (50-200 M),No technological barriers,Conditional on certain key events,Imminent revenue in 6-12m,Not differentiated,They are a thriving SME with a lareg team and revenues. But it seems that there is a misalignment in what they want from Startup-O and what Startup-O can offer,2018-01-30 08:47:54,2018-01-30 08:54:14,59258b8659
,Fred Then,Sepio Products,4,4,3,3,High (Likely to be in top 3 in 24 months time),Medium,,,Distribution Leverage,Geographic Presence,,Medium(12-24 Months),Pan Asia,,,,Some Paid Customers,Growing Fast,,1,Yes,,cdba,4,3,High,High,End to end solution and actual customers,4,,,,Business Dev,,,,,,Fund Raise,,3,3,High,Highly relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Imminent revenue in 6-12m,Differentiated and strong product-market fit,Good business potential,2018-01-30 09:28:54,2018-01-30 10:05:26,59258b8659
,Fred Then,Air Freight Bazaar,4,4,3,3,Medium,Medium,,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),Global,,,,Some Paid Customers,,,1,Yes,,CDBA,3,3,Medium,Medium,Deep understanding of the industry,4,,,,Business Dev,,,,,,Fund Raise,,3,2,High,Highly relevant backgrounds,Small (<50 M),Differentiated but not defensible,Logical and well planned but no provenance,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,Good business,2018-01-30 09:33:59,2018-01-30 10:08:21,59258b8659
,Fred Then,Got It,4,4,3,3,Medium,High,,,Distribution Leverage,Geographic Presence,,Medium(12-24 Months),2-3 Countries,,,,,Growing Fast,,1,Yes,,dcab,4,3,High,High,Experienced team. Taking an existing service to a country that has not experienced it before.,4,,,,,,Needs better story telling,,,,Fund Raise,,3,3,High,Highly relevant backgrounds,Medium (50-200 M),Differentiated but not defensible,Logical and well planned but no provenance,Imminent revenue in 6-12m,Unique product but lacking fit,Good team. Good early successes,2018-02-03 09:49:42,2018-02-03 09:52:45,59258b8659
,Fred Then,MIFON,4,3,2,2,Medium,Medium,Low Price,,Distribution Leverage,Geographic Presence,,Low(<12 Months),Pan Asia,,,,Some Paid Customers,,,1,No,,cdba,3,2,Medium,Low,preloaded on phones,3,,,,Business Dev,Marketing,,,,Biz Dev,,,2,1,Medium,Highly relevant backgrounds,High (>200 M),Differentiated but not defensible,Conditional on certain key events,Imminent revenue in 6-12m,Unique product but lacking fit,,2018-02-01 08:35:38,2018-02-01 08:37:58,59258b8659
,Fred Then,PHI,4,4,4,4,High (Likely to be in top 3 in 24 months time),Medium,,,Distribution Leverage,Geographic Presence,,Medium(12-24 Months),Global,,,,,Growing Fast,,1,Yes,,cdba,3,3,High,High,Good product design and big market potential,4,,,,Business Dev,Marketing,,,Marketing,Biz Dev,,,4,3,High,Highly relevant backgrounds,High (>200 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Imminent revenue in 6-12m,Differentiated and strong product-market fit,Needs to tell a tighter story. But the biz is good,2018-02-01 08:38:26,2018-02-01 08:41:10,59258b8659
,Fred Then,HyperXchange,4,3,3,2,Medium,High,Low Price,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),SEA,,,,Some Paid Customers,,,1,No,,dcab,3,3,Medium,Medium,No comment,3,,,,Business Dev,Marketing,,,Marketing,Biz Dev,Fund Raise,,3,1,High,Tangentially relevant backgrounds,High (>200 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,,2018-02-01 08:41:32,2018-02-01 08:43:50,59258b8659
,Fred Then,PriceMap,4,4,4,2,High (Likely to be in top 3 in 24 months time),Medium,Low Price,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),SEA,,Some Free Customers,,,,,1,Yes,,cdab,3,3,Medium,Medium,first mover advantage,4,,,,Business Dev,Marketing,,,Marketing,Biz Dev,Fund Raise,,2,2,High,Highly relevant backgrounds,Medium (50-200 M),No technological barriers,Logical and well planned but no provenance,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,Highly disruptive approach to shopping. Has potential of success,2018-02-01 09:55:31,2018-02-01 09:57:40,59258b8659
,David Wai Lun Ng,Tesseract Global Technologies Pvt Ltd,3,3,2,1,Medium,High,,Superior Quality,,,,Low(<12 Months),Global,,Some Free Customers,,,,,1,Yes,,"D, A, C, B",3,3,Medium,Low,summary visualization dashboard,2,,,,,Marketing,,,,,Fund Raise,,2,3,Low ,General business proficiency,High (>200 M),Differentiated but not defensible,Logical and well planned but no provenance,Imminent revenue in 6-12m,Not differentiated,,2018-02-01 11:46:10,2018-02-01 11:56:23,e04baff22a
,David Wai Lun Ng,Pilot Automotive Labs,4,2,4,1,Medium,Low,Low Price,Superior Quality,,,,Medium(12-24 Months),Global,,Some Free Customers,,,,,1,Yes,,"D, A, B, C",1,2,Low,Medium,Partnerships to date with industry players,2,,,,Business Dev,,,,,,,legal counsel,2,2,Low ,Highly relevant backgrounds,Medium (50-200 M),Differentiated but not defensible,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,Dealing with impact on new car warranties and related legal exposure issues and general legal compliance issues may present risks,2018-02-01 12:00:25,2018-02-01 12:08:22,e04baff22a
,David Wai Lun Ng,EmotionReader,3,3,4,2,Medium,Medium,,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),Global,,,,Some Paid Customers,,,1,Yes,,"D, A, C, B",3,4,Medium,Medium,Domain knowledge is deep,4,,,,,Marketing,,,Marketing,,Fund Raise,,3,3,Medium,Highly relevant backgrounds,Medium (50-200 M),Differentiated but not defensible,Conditional on certain key events,Imminent revenue in 6-12m,Unique product but lacking fit,,2018-02-01 12:10:04,2018-02-01 12:19:47,e04baff22a
,David Wai Lun Ng,Solarite Technologies Pte. Ltd.,4,3,3,2,Medium,Low,,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),Global,,,,Some Paid Customers,,,1,,"multiple business models increases complexity, and number of targets","C, A, D, B",3,3,Low,Medium,Patented technology and in licensed technology,3,,,,Business Dev,,,,Marketing,Biz Dev,Fund Raise,,3,3,Medium,General business proficiency,High (>200 M),Defensible and unique tech advantages,Logical and well planned but no provenance,Imminent revenue in 6-12m,Differentiated and strong product-market fit,,2018-02-01 12:20:27,2018-02-01 12:26:18,e04baff22a
,David Wai Lun Ng,Velox Network Pte Ltd,4,3,3,2,Medium,Low,Low Price,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),2-3 Countries,,,,Some Paid Customers,,,1,Yes,,"D, A, B, C",3,4,Medium,Medium,licensing regulations restrict competitors,3,Lack of complementary Co-Founder,,,Business Dev,,,,,,Fund Raise,,3,4,Medium,Highly relevant backgrounds,High (>200 M),Differentiated but not defensible,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,"Ability to scale is a risk factor; Founder ""wants to be left alone"" which may indicate blindspots are possible; willingness to bring in other C-suite talent to corporatise is a worry; ability to scale outside Singapore is outside of founders control due to regulatory aspect of the industry.",2018-02-01 23:22:15,2018-02-01 23:32:18,e04baff22a
,Ramm,GroSum,3,3,2,2,Low(Unlikely to be in top 10 in their category),High,Low Price,Superior Quality,Distribution Leverage,Geographic Presence,,Low(<12 Months),SEA,,,,Some Paid Customers,,,0,No,,"C, D, B, A",2,1,Low,Low,None ,4,Lack of complementary Co-Founder,,,Business Dev,Marketing,,,Marketing,Biz Dev,,,3,2,Low ,Tangentially relevant backgrounds,High (>200 M),Differentiated but not defensible,Conditional on certain key events,Steady revenues with need to scale,Not differentiated,"GroSum needs to get it's vision right. Presently, the 3-year projection is too subdued and conservative and doesn't reflect one of seizing the market opportunity.",2018-01-25 04:53:49,2018-01-25 05:07:48,c7d745b802
,Ramm,Juno Clinic,4,4,4,2,High (Likely to be in top 3 in 24 months time),Medium,,Superior Quality,,,,Medium(12-24 Months),SEA,,,,Some Paid Customers,,,1,Yes,,"C, D, B, A",4,4,High,High,prioritizing for quality by driving standards (protocols),3,,,,,,Customer Success,,,,,None,4,3,High,Tangentially relevant backgrounds,Medium (50-200 M),No technological barriers,Well planned and provides successful strategy,Steady revenues with need to scale,Unique product but lacking fit,Do fix the dropout rate (30%) before driving growth,2018-02-03 07:43:14,2018-02-03 08:03:14,80c1048a72
,Ramm,forBinary,3,3,2,2,Medium,High,Low Price,Superior Quality,Distribution Leverage,Geographic Presence,,Medium(12-24 Months),Global,,,,,Growing Fast,,1,No,,"C, D, B, A",3,3,Medium,Medium,Good technical skills/background in the founding team. Should be able to scale with a product focus ,3,,,,,,Need a leader in Customer Success,,,,,Customer Success,3,3,High,Highly relevant backgrounds,Small (<50 M),Differentiated but not defensible,Logical and well planned but no provenance,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,"Need to evaluate limitations of their horizontal strategy, and optimize for scaling within them.",2018-01-25 03:46:41,2018-01-25 03:56:48,c7d745b802
,Ramm,Canopy Power Pte. Ltd.,3,3,2,2,Medium,Medium,,Superior Quality,,,,Low(<12 Months),SEA,,,,Some Paid Customers,,,0,No,,"C, D, B, A",3,2,High,Low,,4,,No Tech Leadership,,,,,,,,,CTO has quit,3,3,Medium,Highly relevant backgrounds,High (>200 M),Differentiated but not defensible,Logical and well planned but no provenance,Steady revenues with need to scale,Unique product but lacking fit,"Canopy needs to get granular on these 3 roadmaps: Tech, Clients, Revenue.",2018-01-25 05:08:15,2018-01-25 05:24:32,c7d745b802
,Ramm,GetPY Analytics,3,4,3,1,Medium,High,,,Distribution Leverage,,,Medium(12-24 Months),2-3 Countries,,,,Some Paid Customers,Growing Fast,,1,No,,"C, D, B, A",2,1,Medium,Medium,,3,,,,,,Customer Success,,,,Fund Raise,,2,2,Medium,Tangentially relevant backgrounds,High (>200 M),Differentiated but not defensible,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Unique product but lacking fit,Very early in their journey. Highly recommend finding the product-market fit through consistent/relentless focus on Customer Success. ,2018-02-03 09:44:03,2018-02-04 15:40:18,ac641562d6
,Ramm,HeartSmart,2,2,3,1,Low(Unlikely to be in top 10 in their category),Medium,Low Price,Superior Quality,Distribution Leverage,Geographic Presence,,Low(<12 Months),Home Country,,,,Some Paid Customers,,,0,No,,"D, C, B, A",1,1,Low,Medium,None,3,,,,Business Dev,Marketing,,,Marketing,Biz Dev,,,2,2,Low ,Tangentially relevant backgrounds,Small (<50 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,Need to get a lot more patients through them to validate their hypothesis and get their product-market fit right.,2018-02-04 15:42:15,2018-02-04 15:48:43,80c1048a72
,Ramm,OhPhish Technologies Private Limited,2,3,3,1,Medium,Medium,,Superior Quality,Distribution Leverage,,,Medium(12-24 Months),2-3 Countries,,,,Some Paid Customers,,,1,No,,"D,C,A,B",2,3,Medium,Medium,None that stands out,3,,,,,,Customer Success,,,Biz Dev,,,3,3,High,Highly relevant backgrounds,Small (<50 M),No technological barriers,Logical and well planned but no provenance,Imminent revenue in 6-12m,Unique product but lacking fit,Both founders need to put themselves out and gain much-needed experience of presenting to investors/clients. Reduce reliance on advisors/consultants to front-end with stakeholders. ,2018-02-04 15:50:49,2018-02-05 16:25:24,80c1048a72
,Ramm,Luminociti Networks,3,3,3,1,Medium,Low,,Superior Quality,Distribution Leverage,Geographic Presence,,Low(<12 Months),2-3 Countries,,,,Some Paid Customers,,,0,No,,"C, D, A, B",2,1,High,Low,None as of now,3,,,,,,Monetisation/Revenue Strategy,,,,,Not assessed,2,2,Low ,Highly relevant backgrounds,Medium (50-200 M),No technological barriers,Conditional on certain key events,Early in revenue cycle - 12-24 months to stable revenues,Not differentiated,"1. Revenue projections need to show how you intend to take advantage of the opportunity. 2. Testing with just 50 people may yield very little feedback for improvement. 3. Wherever your customers are finding our offering useful, capture them as Customer Success stories and use them with your client/investor audiences. ",2018-02-06 01:49:02,2018-02-06 02:06:37,80c1048a72
,Ramm,Singapore E-Business Pte Ltd,4,4,4,2,High (Likely to be in top 3 in 24 months time),Medium,,,Distribution Leverage,,,High(>24 Months),2-3 Countries,,,,,Growing Fast,,1,Yes,,"C, D, B, A",4,4,High,High,Great execution by leadership team,4,,,,,,none,Tech,,,,,4,4,High,Tangentially relevant backgrounds,Medium (50-200 M),Differentiated but not defensible,Well planned and provides successful strategy,Steady revenues with need to scale,Differentiated and strong product-market fit,"Government grants can skew client and revenue churn. In lieu, I highly recommend that you track proxy metrics such as clients who have bought but rarely use. Assuming you have your proxy metric for churn low and under control, you have a brilliant growth path ahead",2018-02-06 02:07:15,2018-02-06 02:22:40,80c1048a72
